transaction_id;new_product_id;customer_id;transaction_date;online_order;order_status
31;88_Norco Bicycles_medium_medium_1198,46 ;2810;42983;True;Approved
32;1_Giant Bicycles_medium_medium_1403,5 ;3214;42784;False;Approved
33;25_Giant Bicycles_medium_medium_1538,99 ;1272;42814;False;Approved
34;99_Trek Bicycles_low_small_1720,7 ;2003;42794;True;Approved
35;0_Norco Bicycles_medium_medium_544,05 ;2171;42967;False;Approved
36;92_WeareA2B_medium_small_1415,01 ;3356;42923;False;Approved
37;14_Solex_high_large_1842,92 ;1040;42744;False;Approved
38;2_Solex_medium_medium_71,49 ;2916;43075;False;Approved
39;12_WeareA2B_medium_medium_1231,15 ;427;42990;False;Approved
40;0_Norco Bicycles_medium_medium_544,05 ;2448;43067;True;Approved
41;44_WeareA2B_medium_medium_1769,64 ;2570;42863;True;Approved
42;79_Solex_medium_large_2083,94 ;3398;42869;False;Approved
43;76_WeareA2B_low_medium_642,31 ;488;42811;False;Cancelled
44;46_Solex_low_medium_1289,85 ;165;43091;False;Approved
45;55_Trek Bicycles_medium_large_1894,19 ;2787;42893;True;Approved
46;66_Solex_medium_medium_1163,89 ;3053;42906;False;Approved
47;35_Trek Bicycles_low_medium_1057,51 ;475;42862;True;Approved
48;81_Solex_medium_medium_1151,96 ;1305;42896;True;Approved
49;86_OHM Cycles_medium_medium_235,63 ;1251;42903;False;Approved
50;32_Giant Bicycles_medium_medium_642,7 ;3103;42865;False;Approved
51;77_Norco Bicycles_medium_large_1240,31 ;3108;42818;False;Approved
52;96_Giant Bicycles_medium_large_1635,3 ;857;43066;False;Approved
53;6_OHM Cycles_high_medium_227,88 ;3455;43090;True;Approved
54;27_Trek Bicycles_medium_medium_499,53 ;2549;42775;True;Approved
55;0_Norco Bicycles_low_medium_363,01 ;3140;42996;False;Approved
56;47_Trek Bicycles_low_small_1720,7 ;3406;43053;False;Approved
57;94_Giant Bicycles_medium_large_1635,3 ;2294;42977;True;Approved
58;91_Solex_medium_medium_100,35 ;1031;43053;False;Approved
59;93_OHM Cycles_high_medium_1458,17 ;993;42781;True;Approved
60;60_Giant Bicycles_high_small_1977,36 ;3473;43087;False;Approved
61;0_OHM Cycles_high_large_12,01 ;1839;42790;False;Approved
62;33_Giant Bicycles_medium_small_1311,44 ;1824;43087;True;Approved
63;35_Giant Bicycles_medium_medium_1403,5 ;368;43086;False;Approved
64;0_Trek Bicycles_medium_medium_499,53 ;2000;42924;False;Approved
65;28_Norco Bicycles_medium_small_1216,14 ;825;42871;True;Approved
66;86_OHM Cycles_medium_medium_235,63 ;3315;42789;True;Approved
67;2_Solex_medium_medium_71,49 ;75;42919;True;Approved
68;4_Giant Bicycles_high_medium_1129,13 ;1498;43008;True;Approved
69;38_Trek Bicycles_medium_large_2091,47 ;1612;43029;True;Approved
70;27_Trek Bicycles_medium_medium_499,53 ;2192;42861;True;Approved
71;54_WeareA2B_medium_medium_1292,84 ;419;42738;False;Approved
72;77_WeareA2B_medium_medium_1769,64 ;3307;42864;True;Approved
73;22_WeareA2B_medium_medium_60,34 ;2430;42939;False;Approved
74;56_OHM Cycles_medium_medium_183,86 ;1506;42756;True;Approved
75;58_OHM Cycles_medium_medium_912,52 ;1346;42906;False;Approved
76;22_WeareA2B_medium_medium_60,34 ;927;42804;False;Approved
77;50_WeareA2B_medium_small_175,89 ;763;42888;False;Approved
78;80_OHM Cycles_low_medium_1073,07 ;2397;43046;False;Approved
79;87_Giant Bicycles_high_medium_1179 ;102;42990;True;Approved
80;15_Norco Bicycles_low_medium_958,74 ;2884;43085;False;Approved
81;84_Giant Bicycles_medium_medium_792,9 ;759;43015;True;Approved
82;21_Solex_medium_large_1071,23 ;773;42852;True;Approved
83;0_OHM Cycles_medium_medium_235,63 ;3398;42826;True;Approved
84;33_Giant Bicycles_medium_small_1311,44 ;3297;43041;True;Approved
85;84_Trek Bicycles_medium_medium_290,62 ;2434;42779;True;Approved
86;1_Giant Bicycles_medium_medium_1403,5 ;1861;42935;False;Approved
87;27_Trek Bicycles_medium_medium_499,53 ;1233;42878;False;Approved
88;31_WeareA2B_medium_medium_752,64 ;1390;42953;False;Approved
89;0_OHM Cycles_high_large_12,01 ;2682;42829;True;Approved
90;62_Solex_medium_medium_478,16 ;439;42962;True;Approved
91;17_Solex_high_medium_1024,66 ;1579;42840;True;Approved
92;73_Solex_medium_medium_1945,43 ;2984;42941;True;Approved
93;33_Giant Bicycles_medium_small_1311,44 ;3470;43067;True;Approved
94;86_OHM Cycles_medium_medium_235,63 ;1;43092;False;Approved
95;45_Solex_medium_medium_441,49 ;757;42792;False;Approved
96;1_Giant Bicycles_medium_medium_1403,5 ;1778;42787;False;Approved
97;80_OHM Cycles_low_medium_1073,07 ;211;42886;True;Approved
98;49_Trek Bicycles_medium_medium_533,51 ;333;42909;;Approved
99;95_Giant Bicycles_medium_large_569,56 ;32;42820;False;Approved
100;0_Solex_medium_medium_478,16 ;119;42947;False;Approved
101;18_Norco Bicycles_high_medium_1148,64 ;2347;42943;False;Approved
102;4_Giant Bicycles_high_medium_1129,13 ;2353;42839;False;Approved
103;33_Giant Bicycles_medium_small_1311,44 ;788;43051;False;Approved
104;78_Giant Bicycles_medium_large_1765,3 ;1468;42990;False;Approved
105;89_WeareA2B_medium_large_1362,99 ;821;43034;False;Approved
106;70_Trek Bicycles_high_medium_495,72 ;2489;42781;False;Approved
107;79_Norco Bicycles_medium_medium_1555,58 ;2710;43091;False;Approved
108;26_WeareA2B_medium_medium_1992,93 ;947;43019;True;Approved
109;39_Giant Bicycles_medium_large_1812,75 ;1335;42821;True;Approved
110;36_Solex_low_medium_945,04 ;1076;43043;False;Approved
111;0_OHM Cycles_low_medium_71,16 ;3320;42897;True;Approved
112;84_Giant Bicycles_medium_medium_792,9 ;779;43017;False;Approved
113;98_Trek Bicycles_high_medium_358,39 ;3296;42893;True;Approved
114;75_Giant Bicycles_medium_large_1873,97 ;455;43032;True;Approved
115;76_WeareA2B_low_medium_642,31 ;1779;42856;False;Approved
116;72_Norco Bicycles_medium_medium_360,4 ;2703;43060;True;Approved
117;42_OHM Cycles_medium_small_1810 ;806;42818;False;Approved
118;20_Trek Bicycles_medium_small_1775,81 ;22;42815;False;Approved
119;64_Trek Bicycles_medium_large_1469,44 ;1591;42786;False;Approved
120;0_Trek Bicycles_high_medium_495,72 ;678;42902;False;Approved
121;25_Giant Bicycles_medium_medium_1538,99 ;50;43073;False;Approved
122;24_Solex_medium_large_1777,8 ;1038;43070;True;Approved
123;31_WeareA2B_medium_medium_752,64 ;1453;42799;True;Approved
124;98_OHM Cycles_medium_medium_795,34 ;1339;42815;False;Approved
125;22_Solex_medium_medium_575,27 ;3382;42738;True;Approved
126;53_OHM Cycles_medium_medium_795,34 ;773;42826;False;Approved
127;84_Trek Bicycles_medium_medium_290,62 ;2503;42810;True;Approved
128;25_Giant Bicycles_medium_medium_1538,99 ;1057;42792;False;Approved
129;50_WeareA2B_medium_small_175,89 ;1397;42891;False;Approved
130;44_WeareA2B_medium_medium_1769,64 ;2134;42982;False;Approved
131;96_WeareA2B_low_small_1172,78 ;2403;42753;True;Approved
132;12_WeareA2B_medium_medium_1231,15 ;1937;43006;False;Approved
133;93_WeareA2B_medium_medium_1065,03 ;1282;42980;True;Approved
134;78_Giant Bicycles_medium_large_1765,3 ;2183;42864;False;Approved
135;84_Giant Bicycles_medium_medium_792,9 ;1788;43025;False;Approved
136;65_WeareA2B_medium_medium_1807,45 ;1170;42850;True;Approved
137;0____1942,61 ;431;43001;False;Approved
138;29_WeareA2B_medium_medium_1065,03 ;1940;42949;False;Approved
139;32_Giant Bicycles_high_medium_1179 ;2073;42819;False;Cancelled
140;11_Giant Bicycles_high_medium_1274,93 ;462;42736;False;Approved
141;10_Solex_medium_medium_1945,43 ;2728;43091;False;Approved
142;46_Solex_low_medium_1289,85 ;2053;43094;False;Approved
143;60_Giant Bicycles_high_small_1977,36 ;2135;42761;True;Approved
144;92_WeareA2B_medium_large_1890,39 ;1217;43089;False;Approved
145;7_Trek Bicycles_low_medium_980,37 ;2992;42893;True;Approved
146;41_Solex_medium_medium_416,98 ;3261;42831;True;Approved
147;67_Norco Bicycles_medium_medium_544,05 ;2748;42850;True;Approved
148;14_Trek Bicycles_medium_small_1386,84 ;3262;42748;False;Approved
149;89_WeareA2B_medium_large_1362,99 ;788;42815;False;Approved
150;9_OHM Cycles_medium_medium_742,54 ;3067;43060;True;Approved
151;31_Giant Bicycles_medium_medium_230,91 ;701;43050;False;Approved
152;92_WeareA2B_medium_small_1415,01 ;648;43024;False;Approved
153;37_OHM Cycles_low_medium_1793,43 ;3286;42966;True;Approved
154;3_Trek Bicycles_medium_large_2091,47 ;3383;42831;True;Approved
155;56_Norco Bicycles_low_small_688,63 ;982;43043;True;Approved
156;14_Solex_high_large_1842,92 ;676;42969;True;Approved
157;6_Solex_high_medium_748,17 ;385;42993;True;Approved
158;50_WeareA2B_medium_small_175,89 ;1229;42795;True;Approved
159;10_WeareA2B_medium_medium_1466,68 ;3232;42963;False;Approved
160;0____1656,86 ;3300;42974;False;Approved
161;69_Giant Bicycles_medium_medium_792,9 ;2381;42926;False;Approved
162;78_Giant Bicycles_medium_large_1765,3 ;371;43080;False;Approved
163;80_OHM Cycles_low_medium_1073,07 ;2519;42875;True;Approved
164;17_Solex_high_medium_1024,66 ;2264;42946;False;Approved
165;3_Trek Bicycles_medium_large_2091,47 ;2637;43033;True;Approved
166;78_Giant Bicycles_medium_large_1765,3 ;3262;43066;False;Approved
167;90_Norco Bicycles_low_medium_363,01 ;3177;42851;;Approved
168;87_Giant Bicycles_high_medium_1179 ;2267;42768;False;Approved
169;97_Solex_medium_large_202,62 ;456;42857;False;Approved
170;6_OHM Cycles_high_medium_227,88 ;404;43024;;Approved
171;100_Norco Bicycles_medium_medium_1036,59 ;3121;43030;False;Approved
172;55_Trek Bicycles_medium_large_1894,19 ;2365;42836;True;Approved
173;100_Norco Bicycles_medium_medium_1036,59 ;2528;43055;False;Approved
174;10_WeareA2B_medium_medium_1466,68 ;3151;43086;False;Approved
175;25_Giant Bicycles_medium_medium_1538,99 ;3241;43092;False;Approved
176;74_WeareA2B_medium_medium_1228,07 ;1335;42824;True;Approved
177;90_Norco Bicycles_low_medium_363,01 ;2234;42838;False;Approved
178;56_OHM Cycles_medium_medium_183,86 ;3226;42941;True;Approved
179;62_Solex_medium_medium_478,16 ;1365;42766;False;Approved
180;20_Trek Bicycles_medium_small_1775,81 ;3349;42812;True;Approved
181;17_Solex_high_medium_1024,66 ;1002;42790;False;Approved
182;16_Norco Bicycles_high_small_1661,92 ;2282;42784;False;Approved
183;46_Solex_low_medium_1289,85 ;2656;42742;False;Approved
184;71_Solex_high_large_1842,92 ;2409;42921;True;Approved
185;91_WeareA2B_low_medium_642,31 ;1711;43058;False;Approved
186;17_Solex_high_medium_1024,66 ;2582;43047;True;Approved
187;1_Giant Bicycles_medium_large_1873,97 ;1005;42940;True;Approved
188;3_Trek Bicycles_medium_large_2091,47 ;1597;42750;True;Approved
189;56_OHM Cycles_medium_medium_183,86 ;2713;42747;True;Approved
190;37_OHM Cycles_low_medium_1793,43 ;1435;43066;True;Approved
191;34_Norco Bicycles_high_large_774,53 ;1477;42916;True;Approved
192;0_Giant Bicycles_medium_medium_230,91 ;1614;42931;True;Approved
193;12_WeareA2B_medium_medium_1231,15 ;1254;42908;True;Approved
194;25_Giant Bicycles_medium_medium_1538,99 ;1423;42857;False;Approved
195;81_Norco Bicycles_medium_small_586,45 ;276;43096;False;Approved
196;19_OHM Cycles_high_large_12,01 ;1315;43090;True;Approved
197;45_Solex_medium_medium_441,49 ;591;42878;True;Approved
198;74_WeareA2B_medium_medium_1762,96 ;1017;42768;False;Approved
199;33_Giant Bicycles_medium_small_1311,44 ;2123;42894;False;Approved
200;57_WeareA2B_medium_large_1890,39 ;2889;42840;True;Approved
201;0_Trek Bicycles_medium_medium_533,51 ;3208;42983;True;Approved
202;23_Norco Bicycles_low_small_688,63 ;2406;42792;True;Approved
203;67_Norco Bicycles_medium_medium_544,05 ;2041;42945;False;Approved
204;81_Norco Bicycles_medium_small_586,45 ;1598;42919;True;Approved
205;58_OHM Cycles_medium_medium_912,52 ;1842;42882;True;Approved
206;5_Giant Bicycles_high_medium_1129,13 ;141;42860;False;Approved
207;94_Giant Bicycles_medium_large_1635,3 ;1321;42987;False;Approved
208;51_OHM Cycles_high_medium_2005,66 ;183;42876;False;Approved
209;59_WeareA2B_medium_small_1415,01 ;2591;43000;False;Approved
210;63_Solex_medium_medium_1483,2 ;3356;42837;True;Approved
211;40_OHM Cycles_high_medium_1458,17 ;766;42862;True;Approved
212;80_Trek Bicycles_medium_large_1469,44 ;1596;42748;False;Approved
213;82_Norco Bicycles_high_medium_1148,64 ;520;43083;False;Approved
214;46_Solex_low_medium_1289,85 ;868;42816;True;Approved
215;78_Giant Bicycles_medium_large_1765,3 ;2999;43008;False;Approved
216;72_Norco Bicycles_medium_medium_360,4 ;352;43068;True;Approved
217;75_Giant Bicycles_medium_large_1873,97 ;1140;42895;False;Approved
218;40_Trek Bicycles_medium_large_1894,19 ;621;42846;False;Approved
219;2_Giant Bicycles_low_small_590,26 ;3307;43052;False;Approved
220;10_WeareA2B_medium_medium_1466,68 ;1502;42834;True;Approved
221;35_Giant Bicycles_medium_medium_1403,5 ;936;42863;False;Approved
222;8_Solex_medium_small_1703,52 ;939;42924;True;Approved
223;2_Giant Bicycles_low_small_590,26 ;2698;43069;False;Approved
224;69_Giant Bicycles_medium_medium_792,9 ;579;42850;True;Approved
225;54_WeareA2B_medium_medium_1292,84 ;2036;42824;True;Approved
226;8_Solex_medium_small_1703,52 ;3077;42804;False;Approved
227;86_OHM Cycles_medium_medium_235,63 ;369;42810;True;Approved
228;13_Solex_medium_medium_1163,89 ;821;42829;True;Approved
229;19_Trek Bicycles_low_medium_574,64 ;2687;42807;True;Approved
230;86_OHM Cycles_medium_medium_235,63 ;681;43092;True;Approved
231;46_OHM Cycles_low_medium_1793,43 ;37;42959;True;Approved
232;30_Solex_high_medium_748,17 ;3002;42951;False;Approved
233;92_WeareA2B_medium_large_1890,39 ;396;42979;False;Approved
234;71_Solex_high_large_1842,92 ;550;42979;True;Approved
235;77_Norco Bicycles_medium_large_1240,31 ;1605;42918;False;Approved
236;7_Giant Bicycles_medium_small_1311,44 ;2325;42978;True;Approved
237;23_Norco Bicycles_low_small_688,63 ;1420;42805;True;Approved
238;12_WeareA2B_medium_medium_1231,15 ;3099;43016;False;Approved
239;61_OHM Cycles_low_medium_71,16 ;1645;43009;True;Approved
240;21_Solex_medium_large_1071,23 ;546;43062;False;Approved
241;86_OHM Cycles_medium_medium_235,63 ;2885;42821;True;Approved
242;57_WeareA2B_medium_large_1890,39 ;2740;43073;False;Approved
243;63_Solex_medium_medium_1483,2 ;3166;43052;True;Approved
244;63_WeareA2B_medium_medium_1992,93 ;3487;43089;True;Approved
245;33_Giant Bicycles_medium_small_1311,44 ;2890;43000;True;Approved
246;98_OHM Cycles_medium_medium_795,34 ;3370;42757;False;Approved
247;15_Norco Bicycles_low_medium_958,74 ;3393;42764;True;Approved
248;57_WeareA2B_medium_large_1890,39 ;2410;42937;False;Approved
249;61_OHM Cycles_low_medium_71,16 ;3466;42776;True;Approved
250;48_WeareA2B_medium_medium_1762,96 ;1454;43064;False;Cancelled
251;63_Solex_medium_medium_1483,2 ;1967;42836;;Approved
252;78_Giant Bicycles_medium_large_1765,3 ;3089;43072;False;Approved
253;2_Giant Bicycles_low_small_590,26 ;3123;43099;False;Approved
254;67_Solex_medium_large_1071,23 ;2692;42942;False;Approved
255;67_Norco Bicycles_medium_medium_544,05 ;2801;42826;True;Cancelled
256;13_Solex_medium_medium_1577,53 ;1580;43030;True;Approved
257;65_WeareA2B_medium_medium_1807,45 ;352;42816;False;Approved
258;49_Trek Bicycles_medium_medium_533,51 ;1777;42901;True;Approved
259;87_Giant Bicycles_high_medium_1179 ;142;42922;True;Approved
260;31_Giant Bicycles_medium_medium_230,91 ;3393;43097;False;Approved
261;17_Solex_high_medium_1024,66 ;599;42864;False;Approved
262;91_Solex_medium_medium_100,35 ;1258;42753;False;Approved
263;53_OHM Cycles_medium_medium_795,34 ;3405;43030;True;Approved
264;38_Solex_medium_medium_1577,53 ;3198;42765;False;Approved
265;20_Trek Bicycles_medium_small_1775,81 ;834;42912;False;Approved
266;44_WeareA2B_medium_medium_1769,64 ;3467;43046;True;Approved
267;69_Giant Bicycles_medium_medium_792,9 ;3436;42960;True;Approved
268;68_OHM Cycles_medium_medium_1636,9 ;1516;42974;False;Approved
269;11_Giant Bicycles_high_medium_1274,93 ;2833;42760;True;Approved
270;2_Solex_medium_medium_71,49 ;2362;42779;False;Approved
271;27_Trek Bicycles_medium_medium_499,53 ;2337;42927;False;Approved
272;0_Trek Bicycles_high_medium_358,39 ;2149;42855;True;Approved
273;81_Solex_medium_medium_1151,96 ;2133;42874;False;Approved
274;6_OHM Cycles_high_medium_227,88 ;360;42881;True;Approved
275;76_WeareA2B_low_medium_642,31 ;2969;42769;True;Approved
276;18_Solex_medium_medium_575,27 ;1720;42853;False;Approved
277;18_Norco Bicycles_high_medium_1148,64 ;2904;42817;False;Approved
278;9_OHM Cycles_medium_medium_742,54 ;754;42889;False;Approved
279;35_Giant Bicycles_medium_medium_1403,5 ;1826;42850;False;Approved
280;93_WeareA2B_medium_medium_1065,03 ;2487;42833;False;Approved
281;40_OHM Cycles_high_medium_1458,17 ;2815;42784;False;Approved
282;1_Giant Bicycles_medium_medium_1403,5 ;541;42859;False;Approved
283;16_Norco Bicycles_high_small_1661,92 ;302;42823;False;Approved
284;44_WeareA2B_medium_medium_1769,64 ;2024;43011;True;Approved
285;48_WeareA2B_medium_medium_1762,96 ;142;42943;True;Approved
286;56_OHM Cycles_medium_medium_183,86 ;768;42954;True;Approved
287;36_Solex_low_medium_1289,85 ;2147;42773;True;Approved
288;36_Solex_low_medium_945,04 ;529;43059;True;Approved
289;13_Solex_medium_medium_1163,89 ;825;42789;False;Approved
290;55_Trek Bicycles_medium_large_1894,19 ;624;42830;True;Approved
291;38_Solex_medium_medium_1577,53 ;2302;43046;False;Approved
292;64_Giant Bicycles_high_small_1977,36 ;3380;43036;False;Approved
293;0_OHM Cycles_high_medium_227,88 ;314;43058;False;Approved
294;79_Norco Bicycles_medium_medium_1555,58 ;1079;42972;True;Approved
295;11_Giant Bicycles_high_medium_1274,93 ;1643;42755;True;Approved
296;91_Solex_medium_medium_100,35 ;1524;42808;True;Approved
297;18_Solex_medium_medium_575,27 ;3205;42839;True;Approved
298;17_Solex_high_medium_1024,66 ;2860;43059;True;Approved
299;13_Solex_medium_medium_1163,89 ;772;42879;False;Approved
300;4_Giant Bicycles_high_medium_1129,13 ;323;42819;True;Approved
301;78_Giant Bicycles_medium_large_1765,3 ;2530;42818;;Approved
302;42_OHM Cycles_medium_small_1810 ;2426;42811;True;Approved
303;48_WeareA2B_medium_medium_1762,96 ;1883;43057;False;Approved
304;12_WeareA2B_medium_medium_1231,15 ;2745;42832;False;Approved
305;77_Norco Bicycles_medium_large_1240,31 ;2819;42739;False;Approved
306;25_OHM Cycles_high_medium_2005,66 ;792;43082;False;Approved
307;35_Giant Bicycles_medium_medium_1403,5 ;923;42845;False;Approved
308;7_Trek Bicycles_low_medium_980,37 ;3353;42937;False;Approved
309;68_OHM Cycles_medium_medium_1636,9 ;3394;43066;False;Approved
310;75_Giant Bicycles_medium_large_1873,97 ;3213;43029;False;Approved
311;77_WeareA2B_medium_medium_1769,64 ;3260;42801;False;Approved
312;1_Giant Bicycles_medium_medium_1403,5 ;1015;43073;False;Approved
313;81_Solex_medium_medium_1151,96 ;2266;42760;False;Approved
314;6_OHM Cycles_high_medium_227,88 ;58;42967;True;Approved
315;40_Trek Bicycles_medium_large_1894,19 ;3118;43087;True;Approved
316;62_Solex_medium_medium_478,16 ;1414;42948;False;Approved
317;90_Norco Bicycles_low_medium_363,01 ;2202;42905;True;Approved
318;32_Giant Bicycles_medium_medium_642,7 ;2144;42886;True;Approved
319;65_WeareA2B_medium_medium_1807,45 ;1033;43017;True;Approved
320;15_Norco Bicycles_low_medium_958,74 ;2157;42906;True;Approved
321;36_Solex_low_medium_945,04 ;1097;42758;False;Approved
322;12_WeareA2B_medium_medium_1231,15 ;2757;42844;False;Approved
323;67_Norco Bicycles_medium_medium_544,05 ;87;43047;True;Approved
324;87_OHM Cycles_medium_medium_1636,9 ;2049;43019;False;Approved
325;62_Solex_medium_medium_478,16 ;952;43053;True;Approved
326;55_Trek Bicycles_medium_large_1894,19 ;1745;42755;False;Approved
327;1_Giant Bicycles_medium_medium_1403,5 ;40;42864;True;Approved
328;98_Trek Bicycles_high_medium_358,39 ;372;43025;True;Approved
329;79_Norco Bicycles_medium_medium_1555,58 ;1627;42958;True;Approved
330;1_Giant Bicycles_medium_medium_1403,5 ;444;43054;False;Approved
331;61_Norco Bicycles_medium_small_586,45 ;217;42878;False;Approved
332;71_Solex_high_large_1842,92 ;1656;42949;True;Approved
333;58_OHM Cycles_medium_medium_1280,28 ;485;43085;True;Approved
334;86_Norco Bicycles_high_large_774,53 ;2252;42787;False;Approved
335;95_Giant Bicycles_medium_large_569,56 ;3103;43040;False;Approved
336;55_Trek Bicycles_medium_large_1894,19 ;506;43013;True;Approved
337;82_Norco Bicycles_high_medium_1148,64 ;1615;43038;;Approved
338;32_Giant Bicycles_medium_medium_642,7 ;1881;42737;True;Approved
339;65_WeareA2B_medium_medium_1807,45 ;2903;43073;True;Approved
340;49_Trek Bicycles_medium_medium_533,51 ;1274;43085;False;Approved
341;1_Giant Bicycles_medium_medium_1403,5 ;1443;42974;False;Approved
342;24_Solex_medium_large_1777,8 ;2091;42808;False;Approved
343;61_Norco Bicycles_medium_small_586,45 ;1478;42805;;Approved
344;7_Giant Bicycles_medium_small_1311,44 ;1493;42925;False;Approved
345;84_Giant Bicycles_medium_medium_792,9 ;1614;42815;False;Approved
346;48_WeareA2B_medium_medium_1762,96 ;476;42935;False;Approved
347;16_Norco Bicycles_high_small_1661,92 ;1777;42837;True;Approved
348;40_OHM Cycles_high_medium_1458,17 ;940;42958;False;Approved
349;100_Norco Bicycles_medium_medium_1036,59 ;2930;43028;True;Approved
350;27_Trek Bicycles_medium_medium_499,53 ;2354;43034;True;Approved
351;59_Solex_medium_large_1061,56 ;1582;42901;False;Approved
352;34_Norco Bicycles_high_large_774,53 ;416;42905;False;Approved
353;18_Norco Bicycles_high_medium_1148,64 ;1013;42845;True;Approved
354;83_Solex_medium_large_2083,94 ;533;43053;False;Approved
355;82_Giant Bicycles_medium_medium_1538,99 ;968;42816;True;Approved
356;88_Norco Bicycles_medium_medium_1198,46 ;727;42925;True;Approved
357;77_Norco Bicycles_medium_large_1240,31 ;1160;42838;False;Approved
358;6_OHM Cycles_high_medium_227,88 ;3425;43075;True;Approved
359;10_Solex_medium_medium_1945,43 ;1614;43049;True;Approved
360;69_Norco Bicycles_medium_large_1240,31 ;2140;42851;True;Approved
361;15_WeareA2B_medium_medium_1292,84 ;2589;42766;False;Approved
362;7_Trek Bicycles_low_medium_980,37 ;2920;43000;True;Approved
363;73_Solex_medium_medium_1945,43 ;62;42961;True;Approved
364;32_Giant Bicycles_medium_medium_642,7 ;1112;42991;False;Approved
365;39_Giant Bicycles_medium_large_1812,75 ;1995;42858;True;Approved
366;28_Norco Bicycles_medium_small_1216,14 ;1965;42969;False;Approved
367;0____850,89 ;1614;42804;False;Approved
368;25_OHM Cycles_high_medium_2005,66 ;366;42759;True;Approved
369;32_Giant Bicycles_high_medium_1179 ;2682;42945;False;Approved
370;78_Giant Bicycles_medium_large_1765,3 ;2993;42950;True;Approved
371;44_WeareA2B_medium_medium_1769,64 ;1887;42975;False;Approved
372;56_OHM Cycles_medium_medium_183,86 ;1692;42963;True;Approved
373;1_Giant Bicycles_medium_medium_1403,5 ;1927;42910;False;Approved
374;15_Norco Bicycles_low_medium_958,74 ;2567;42801;False;Approved
375;17_WeareA2B_medium_large_1362,99 ;3276;42921;True;Approved
376;0_Solex_medium_medium_478,16 ;1808;42775;False;Approved
377;7_Trek Bicycles_low_medium_980,37 ;2368;43025;False;Approved
378;53_OHM Cycles_medium_medium_795,34 ;470;43035;False;Approved
379;20_Trek Bicycles_medium_small_1775,81 ;3270;42797;False;Approved
380;3_Trek Bicycles_medium_large_2091,47 ;1683;42967;True;Approved
381;14_Solex_high_large_1842,92 ;880;42996;True;Approved
382;83_Solex_medium_large_2083,94 ;309;43071;True;Approved
383;39_Giant Bicycles_medium_large_1812,75 ;1698;43067;True;Approved
384;67_Solex_medium_large_1071,23 ;1434;42975;False;Approved
385;40_Trek Bicycles_medium_large_1894,19 ;2712;42869;False;Approved
386;13_Solex_medium_medium_1163,89 ;892;43009;False;Approved
387;100_Norco Bicycles_medium_medium_1036,59 ;832;43023;True;Approved
388;35_Trek Bicycles_low_medium_1057,51 ;1033;42858;True;Approved
389;17_Solex_high_medium_1024,66 ;2834;42781;True;Approved
390;79_Norco Bicycles_medium_medium_1555,58 ;3015;42739;False;Approved
391;86_Norco Bicycles_high_large_774,53 ;3484;43020;False;Approved
392;9_OHM Cycles_medium_medium_742,54 ;2775;42813;False;Approved
393;58_OHM Cycles_medium_medium_912,52 ;1208;42977;True;Approved
394;58_OHM Cycles_medium_medium_1280,28 ;2109;42915;False;Approved
395;43_Solex_medium_medium_1151,96 ;3195;43020;True;Approved
396;88_Norco Bicycles_medium_medium_1198,46 ;3366;42913;True;Approved
